name,sku,barcode,package,brand,roi,roi_days,short_description,long_description,in_stock,cost,price,featured_image,images,location,active
"Always Feather Soft 2 in 1 Sanitary Pads Long Trio Pack",694370090,19842,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.1888,2.3688,grocerapp-always-feather-soft-2-in-602623cb7b04e.jpeg,"grocerapp-always-feather-soft-2-in-602623cb7b04e.jpeg,grocerapp-always-feather-soft-2-in-602623cb7b04e.jpeg",assets/images/product_images/,1
"Butterfly Mother Comforts Medium Size Napkins",167635567,23683,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.46799999999999997,0.648,grocerapp-butterfly-mother-comforts-medium-size-6017b7c4beff0.jpeg,"grocerapp-butterfly-mother-comforts-medium-size-6017b7c4beff0.jpeg,grocerapp-butterfly-mother-comforts-medium-size-6017b7c4beff0.jpeg",assets/images/product_images/,1
"Derma Shine Hand Sanitizer",458083608,22094,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.08,1.26,grocerapp-derma-shine-hand-sanitizer-5e74d46664a6b.jpeg,"grocerapp-derma-shine-hand-sanitizer-5e74d46664a6b.jpeg,grocerapp-derma-shine-hand-sanitizer-5e74d46664a6b.jpeg",assets/images/product_images/,1
"Kiwi Shoe Polish Brown Tan",761311800,19617,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.18,0.36,grocerapp-kiwi-shoe-polish-brown-tan-61b859f54a07c.jpeg,"grocerapp-kiwi-shoe-polish-brown-tan-61b859f54a07c.jpeg,grocerapp-kiwi-shoe-polish-brown-tan-61b859f54a07c.jpeg",assets/images/product_images/,1
"Diva Apricot & Walnut Extract Face Scrub",146213929,934,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.414,0.594,grocerapp-diva-apricot-walnut-extract-5ef2e830b4ca6.jpeg,"grocerapp-diva-apricot-walnut-extract-5ef2e830b4ca6.jpeg,grocerapp-diva-apricot-walnut-extract-5ef2e830b4ca6.jpeg",assets/images/product_images/,1
"Sienna Droplet refill pouch-Aqua Kiss",321997650,12177,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.39599999999999996,0.576,grocerapp-sienna-droplet-refill-pouch-aqua-kiss-6038f7bab2f03.jpeg,"grocerapp-sienna-droplet-refill-pouch-aqua-kiss-6038f7bab2f03.jpeg,grocerapp-sienna-droplet-refill-pouch-aqua-kiss-6038f7bab2f03.jpeg",assets/images/product_images/,1
"Colgate 360 Base Toothbrush - Medium",383901115,18275,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.432,0.612,grocerapp-colgate-360-degree-s-wclean-5e6c10c890293.jpeg,"grocerapp-colgate-360-degree-s-wclean-5e6c10c890293.jpeg,grocerapp-colgate-360-degree-s-wclean-5e6c10c890293.jpeg",assets/images/product_images/,1
"Sienna Droplet refill pouch-Pink Blush",655623252,409,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.39599999999999996,0.576,grocerapp-sienna-droplet-refill-pouch-pink-blush-6038f74b3f72f.jpeg,"grocerapp-sienna-droplet-refill-pouch-pink-blush-6038f74b3f72f.jpeg,grocerapp-sienna-droplet-refill-pouch-pink-blush-6038f74b3f72f.jpeg",assets/images/product_images/,1
"Parodontax Original Tooth Paste",798429419,4180,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.2844,0.4644,grocerapp-parodontax-original-tooth-paste-60b886454cff1.jpeg,"grocerapp-parodontax-original-tooth-paste-60b886454cff1.jpeg,grocerapp-parodontax-original-tooth-paste-60b886454cff1.jpeg",assets/images/product_images/,1
"Safeguard Lemon Fresh Soap",470521714,5474,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.126,0.306,grocerapp-safeguard-lemon-fresh-soap-5e750382bd3e4.jpeg,"grocerapp-safeguard-lemon-fresh-soap-5e750382bd3e4.jpeg,grocerapp-safeguard-lemon-fresh-soap-5e750382bd3e4.jpeg",assets/images/product_images/,1
"Close Up Deep Action Menthol Fresh Gel Tooth Paste",489357061,5529,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.612,0.7919999999999999,grocerapp-close-up-deep-action-menthol-5e6d2bdb17913.jpeg,"grocerapp-close-up-deep-action-menthol-5e6d2bdb17913.jpeg,grocerapp-close-up-deep-action-menthol-5e6d2bdb17913.jpeg",assets/images/product_images/,1
"Ponds Bright Beauty Face Wash",451716033,23594,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.972,1.152,grocerapp-ponds-bright-beauty-face-wash-611273e399e66.jpeg,"grocerapp-ponds-bright-beauty-face-wash-611273e399e66.jpeg,grocerapp-ponds-bright-beauty-face-wash-611273e399e66.jpeg",assets/images/product_images/,1
"Safeguard Floral Scent Family Germ Protection Soap",597552765,18901,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.216,0.39599999999999996,grocerapp-safeguard-floral-scent-family-germ-5e74fd249467d.jpeg,"grocerapp-safeguard-floral-scent-family-germ-5e74fd249467d.jpeg,grocerapp-safeguard-floral-scent-family-germ-5e74fd249467d.jpeg",assets/images/product_images/,1
"SHIELD FLEX - ADULT Tooth Brush",198928,13351,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.018,0.19799999999999998,grocerapp-shield-flex-adult-tooth-60cc8eacd29c6.jpeg,"grocerapp-shield-flex-adult-tooth-60cc8eacd29c6.jpeg,grocerapp-shield-flex-adult-tooth-60cc8eacd29c6.jpeg",assets/images/product_images/,1
"BOLD Face Wash Intense Freshness",44491092,12366,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.5364,0.7163999999999999,grocerapp-bold-face-wash-intense-freshness-60558f135b554.jpeg,"grocerapp-bold-face-wash-intense-freshness-60558f135b554.jpeg,grocerapp-bold-face-wash-intense-freshness-60558f135b554.jpeg",assets/images/product_images/,1
"Garnier Neem Pure Active Purifying Face Wash",976724849,25010,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.0764,1.2564,grocerapp-garnier-neem-pure-active-purifying-5f34fa17dcea7.jpeg,"grocerapp-garnier-neem-pure-active-purifying-5f34fa17dcea7.jpeg,grocerapp-garnier-neem-pure-active-purifying-5f34fa17dcea7.jpeg",assets/images/product_images/,1
"Sienna Droplet refill pouch- Berry Splash",716964781,18310,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.39599999999999996,0.576,grocerapp-sienna-droplet-refill-pouch-berry-6038fa20ea832.jpeg,"grocerapp-sienna-droplet-refill-pouch-berry-6038fa20ea832.jpeg,grocerapp-sienna-droplet-refill-pouch-berry-6038fa20ea832.jpeg",assets/images/product_images/,1
"Vatika Olive Hair Oil",39813807,9400,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.612,0.7919999999999999,grocerapp-vatika-olive-hair-oil-5ee09effcc32b.jpeg,"grocerapp-vatika-olive-hair-oil-5ee09effcc32b.jpeg,grocerapp-vatika-olive-hair-oil-5ee09effcc32b.jpeg",assets/images/product_images/,1
"Butterfly Ultra Wide XXL",628534302,19319,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.6164,1.7964,grocerapp-butterfly-ultra-wide-xxl-60a64b542b2b1.jpeg,"grocerapp-butterfly-ultra-wide-xxl-60a64b542b2b1.jpeg,grocerapp-butterfly-ultra-wide-xxl-60a64b542b2b1.jpeg",assets/images/product_images/,1
"Gillette Blue II Plus Razor",69445837,8618,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.378,0.5579999999999999,grocerapp-gillette-blue-ii-plus-razor-5f4cc76b83493.jpeg,"grocerapp-gillette-blue-ii-plus-razor-5f4cc76b83493.jpeg,grocerapp-gillette-blue-ii-plus-razor-5f4cc76b83493.jpeg",assets/images/product_images/,1
"Tresemme Color Revitalise Conditioner",209094399,8591,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.864,1.044,grocerapp-tresemme-color-revitalise-conditioner-60def6127b6d1.jpeg,"grocerapp-tresemme-color-revitalise-conditioner-60def6127b6d1.jpeg,grocerapp-tresemme-color-revitalise-conditioner-60def6127b6d1.jpeg",assets/images/product_images/,1
"Pantene Advanced Hairfall Solution Milky Extra Treatment",518206107,22370,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.548,1.728,grocerapp-pantene-advanced-hairfall-solution-milky-5e985a9eae540.jpeg,"grocerapp-pantene-advanced-hairfall-solution-milky-5e985a9eae540.jpeg,grocerapp-pantene-advanced-hairfall-solution-milky-5e985a9eae540.jpeg",assets/images/product_images/,1
"Nivea Body Lotion Cocoa Butter 400 Ml",122089155,3418,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,3.2399999999999998,3.42,grocerapp-nivea-body-lotion-cocoa-butter-5f842d2787484.jpeg,"grocerapp-nivea-body-lotion-cocoa-butter-5f842d2787484.jpeg,grocerapp-nivea-body-lotion-cocoa-butter-5f842d2787484.jpeg",assets/images/product_images/,1
"CLOSE UP RED HOT DEEP ACTION TOOTH PASTE",821526002,23093,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.612,0.7919999999999999,grocerapp-closeup-deep-action-red-hot-5e6d21c908d38.jpeg,"grocerapp-closeup-deep-action-red-hot-5e6d21c908d38.jpeg,grocerapp-closeup-deep-action-red-hot-5e6d21c908d38.jpeg",assets/images/product_images/,1
"Fa Fresh & Dry Lotus Flower Scent",88045240,19417,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.432,0.612,grocerapp-fa-fresh-dry-lotus-5edf4a366654b.jpeg,"grocerapp-fa-fresh-dry-lotus-5edf4a366654b.jpeg,grocerapp-fa-fresh-dry-lotus-5edf4a366654b.jpeg",assets/images/product_images/,1
"Treet Femina 1s Pouch",818030613,7059,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,-0.108,0.072,grocerapp-femina-disposable-body-razor-60361801d22e7.jpeg,"grocerapp-femina-disposable-body-razor-60361801d22e7.jpeg,grocerapp-femina-disposable-body-razor-60361801d22e7.jpeg",assets/images/product_images/,1
"Nivea Pearl And Beauty Roll On",196987573,2875,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.612,0.7919999999999999,grocerapp-nivea-pearl-and-beauty-roll-5f9bb3a6113b3.jpeg,"grocerapp-nivea-pearl-and-beauty-roll-5f9bb3a6113b3.jpeg,grocerapp-nivea-pearl-and-beauty-roll-5f9bb3a6113b3.jpeg",assets/images/product_images/,1
"Veet for Men Sensitive",931880859,619,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.6839999999999999,0.864,grocerapp-veet-for-men-sensitive-605831bbe900f.jpeg,"grocerapp-veet-for-men-sensitive-605831bbe900f.jpeg,grocerapp-veet-for-men-sensitive-605831bbe900f.jpeg",assets/images/product_images/,1
"Treet II - Disposable Razor Pack",565608679,15979,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.036,0.216,grocerapp-treet-ii-disposable-razor-5e6d139c36cad.png,"grocerapp-treet-ii-disposable-razor-5e6d139c36cad.png,grocerapp-treet-ii-disposable-razor-5e6d139c36cad.png",assets/images/product_images/,1
"Tresemme keratin smooth",883284707,12698,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9359999999999999,1.1159999999999999,grocerapp-tresemme-keratin-smooth-5f52420f85eaf.jpeg,"grocerapp-tresemme-keratin-smooth-5f52420f85eaf.jpeg,grocerapp-tresemme-keratin-smooth-5f52420f85eaf.jpeg",assets/images/product_images/,1
"Listerine Cool Mint Mouth Wash",569001737,18527,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.332,1.512,grocerapp-listerine-cool-mint-mouth-wash-5e6c86e7651a3.jpeg,"grocerapp-listerine-cool-mint-mouth-wash-5e6c86e7651a3.jpeg,grocerapp-listerine-cool-mint-mouth-wash-5e6c86e7651a3.jpeg",assets/images/product_images/,1
"Parodontax Original Extra Fresh",4476149,15985,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.666,0.846,grocerapp-parodontax-original-extra-fresh-6050599186621.jpeg,"grocerapp-parodontax-original-extra-fresh-6050599186621.jpeg,grocerapp-parodontax-original-extra-fresh-6050599186621.jpeg",assets/images/product_images/,1
"Palmolive Naturals Moisturizing Glow White Soap",484435408,8569,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.0144,0.1944,grocerapp-palmolive-naturals-moisturizing-glow-white-5ff2ae64a1f48.jpeg,"grocerapp-palmolive-naturals-moisturizing-glow-white-5ff2ae64a1f48.jpeg,grocerapp-palmolive-naturals-moisturizing-glow-white-5ff2ae64a1f48.jpeg",assets/images/product_images/,1
"Tresemm Keratin Smooth Conditioner",91933517,2707,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.53,1.71,grocerapp-tresemme-5in1-keratin-smooth-conditioner-6226fd0dec1c4.jpeg,"grocerapp-tresemme-5in1-keratin-smooth-conditioner-6226fd0dec1c4.jpeg,grocerapp-tresemme-5in1-keratin-smooth-conditioner-6226fd0dec1c4.jpeg",assets/images/product_images/,1
"Head & Shoulders Menthol Refresh Shampoo",330528806,2732,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8099999999999999,0.99,grocerapp-head-shoulder-menthol-refresh-60251c1b471ae.jpeg,"grocerapp-head-shoulder-menthol-refresh-60251c1b471ae.jpeg,grocerapp-head-shoulder-menthol-refresh-60251c1b471ae.jpeg",assets/images/product_images/,1
"Veet Removal Lotion Dry",557481580,3880,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.324,0.504,grocerapp-veet-silk-fresh-dry-5f648e46b3d38.jpeg,"grocerapp-veet-silk-fresh-dry-5f648e46b3d38.jpeg,grocerapp-veet-silk-fresh-dry-5f648e46b3d38.jpeg",assets/images/product_images/,1
"Oral B Mouth Wash Complete Lasting Freshness",935937687,8780,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8964,1.0764,grocerapp-oral-b-mouth-wash-complete-5e6cd40a1e5c5.jpeg,"grocerapp-oral-b-mouth-wash-complete-5e6cd40a1e5c5.jpeg,grocerapp-oral-b-mouth-wash-complete-5e6cd40a1e5c5.jpeg",assets/images/product_images/,1
"Care Pure Glycerine",938690445,6351,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.072,0.252,grocerapp-care-pure-glycerine-6006b3bc90821.jpeg,"grocerapp-care-pure-glycerine-6006b3bc90821.jpeg,grocerapp-care-pure-glycerine-6006b3bc90821.jpeg",assets/images/product_images/,1
"FA Men Sport Energy Boost Roll on",991193457,6655,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.486,0.666,grocerapp-fa-men-sport-energy-boost-5ee9b9bb6d054.jpeg,"grocerapp-fa-men-sport-energy-boost-5ee9b9bb6d054.jpeg,grocerapp-fa-men-sport-energy-boost-5ee9b9bb6d054.jpeg",assets/images/product_images/,1
"Pantene Advanced Hairfall Solution Anti Dandruff Shampoo",409745181,8103,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.9359999999999999,1.1159999999999999,grocerapp-pantene-advanced-hairfall-solution-anti-5e985b4459df1.jpeg,"grocerapp-pantene-advanced-hairfall-solution-anti-5e985b4459df1.jpeg,grocerapp-pantene-advanced-hairfall-solution-anti-5e985b4459df1.jpeg",assets/images/product_images/,1
"Dove Face Wash Beauty Moist",108478102,24268,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.45,0.63,grocerapp-dove-face-wash-beauty-moist-5e6c0cf5d1c9d.png,"grocerapp-dove-face-wash-beauty-moist-5e6c0cf5d1c9d.png,grocerapp-dove-face-wash-beauty-moist-5e6c0cf5d1c9d.png",assets/images/product_images/,1
"Pepsodent Herbal Tooth Paste",793639600,11247,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.23399999999999999,0.414,grocerapp-pepsodent-herbal-tooth-paste-5ff8281279ed2.jpeg,"grocerapp-pepsodent-herbal-tooth-paste-5ff8281279ed2.jpeg,grocerapp-pepsodent-herbal-tooth-paste-5ff8281279ed2.jpeg",assets/images/product_images/,1
"Care Nail Polish Remover Fast Action 115ml",153114535,12957,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.252,0.432,grocerapp-care-nail-polish-remover-fast-5f6d977594a4b.jpeg,"grocerapp-care-nail-polish-remover-fast-5f6d977594a4b.jpeg,grocerapp-care-nail-polish-remover-fast-5f6d977594a4b.jpeg",assets/images/product_images/,1
"Colgate Sensitive Pro-Relief Repair Prevent Toothpaste 100g",377253774,2077,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.008,1.188,grocerapp-colgate-sensitive-pro-relief-repair--62299e7e8af81.jpeg,"grocerapp-colgate-sensitive-pro-relief-repair--62299e7e8af81.jpeg,grocerapp-colgate-sensitive-pro-relief-repair--62299e7e8af81.jpeg",assets/images/product_images/,1
"Lux Soft Touch Moisturizing Body Wash",474905294,24868,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.828,1.008,grocerapp-lux-soft-touch-moisturizing-body-624c057a71861.jpeg,"grocerapp-lux-soft-touch-moisturizing-body-624c057a71861.jpeg,grocerapp-lux-soft-touch-moisturizing-body-624c057a71861.jpeg",assets/images/product_images/,1
"Pond White Beauty Spot Less Fairness Face Wash With Micro Foam",330814297,19408,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.39599999999999996,0.576,grocerapp-pond-white-beauty-spot-less-5e6cde1c048bf.jpeg,"grocerapp-pond-white-beauty-spot-less-5e6cde1c048bf.jpeg,grocerapp-pond-white-beauty-spot-less-5e6cde1c048bf.jpeg",assets/images/product_images/,1
"Ponds Pure White Anti-Pollution+Purity Face Wash",915030721,1689,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.044,1.224,grocerapp-ponds-pure-white-anti-pollutionpurity-face-5eb1266a10a8f.png,"grocerapp-ponds-pure-white-anti-pollutionpurity-face-5eb1266a10a8f.png,grocerapp-ponds-pure-white-anti-pollutionpurity-face-5eb1266a10a8f.png",assets/images/product_images/,1
"Black Cat Diamond Perfumed Talc",70852364,16989,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.18,0.36,grocerapp-black-cat-diamond-perfumed-talc-5f3a9a8362d49.jpeg,"grocerapp-black-cat-diamond-perfumed-talc-5f3a9a8362d49.jpeg,grocerapp-black-cat-diamond-perfumed-talc-5f3a9a8362d49.jpeg",assets/images/product_images/,1
"Pepsodent Action Herbal Tooth Paste",398778469,17895,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.63,0.8099999999999999,grocerapp-pepsodent-action-herbal-tooth-paste-5f4ce5707e57e.jpeg,"grocerapp-pepsodent-action-herbal-tooth-paste-5f4ce5707e57e.jpeg,grocerapp-pepsodent-action-herbal-tooth-paste-5f4ce5707e57e.jpeg",assets/images/product_images/,1
"SHIELD CLASSIC Tooth Brush",505213183,23248,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,-0.054,0.126,grocerapp-shield-classic-tooth-brush-60cc93702f2f3.jpeg,"grocerapp-shield-classic-tooth-brush-60cc93702f2f3.jpeg,grocerapp-shield-classic-tooth-brush-60cc93702f2f3.jpeg",assets/images/product_images/,1
"Always Soft Ultra Extra Long Value Pack",340400614,14718,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.224,1.404,grocerapp-always-cotton-soft-ultra-thin-5ee22a5412e9d.jpeg,"grocerapp-always-cotton-soft-ultra-thin-5ee22a5412e9d.jpeg,grocerapp-always-cotton-soft-ultra-thin-5ee22a5412e9d.jpeg",assets/images/product_images/,1
"Care Honey Lotion",17252252,971,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0,0.18,grocerapp-care-honey-lotion-600a7996b1f33.jpeg,"grocerapp-care-honey-lotion-600a7996b1f33.jpeg,grocerapp-care-honey-lotion-600a7996b1f33.jpeg",assets/images/product_images/,1
"Loreal Fall Resist Anti-Hair Fall Conditioner",815015673,25356,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8603999999999999,1.0404,grocerapp-loreal-fall-resist-anti-hair-fall-5f34f57a13af5.jpeg,"grocerapp-loreal-fall-resist-anti-hair-fall-5f34f57a13af5.jpeg,grocerapp-loreal-fall-resist-anti-hair-fall-5f34f57a13af5.jpeg",assets/images/product_images/,1
"Lifebuoy Hand Sanitizer Gel",464507202,11186,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.378,0.5579999999999999,grocerapp-lifebouy-hand-sanitizer-gel-5ef1a31d6847c.jpeg,"grocerapp-lifebouy-hand-sanitizer-gel-5ef1a31d6847c.jpeg,grocerapp-lifebouy-hand-sanitizer-gel-5ef1a31d6847c.jpeg",assets/images/product_images/,1
"Safeguard Pure White Trio Pack Save Rs. 30",254525710,7437,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.846,1.026,grocerapp-safeguard-pure-white-5e937455835f1.jpeg,"grocerapp-safeguard-pure-white-5e937455835f1.jpeg,grocerapp-safeguard-pure-white-5e937455835f1.jpeg",assets/images/product_images/,1
"Sienna DROPLET HANDWASH AMBER FANTASY",805094299,5357,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.576,0.756,grocerapp-sienna-droplet-handwash-amber-fantasy-5fd4715d8334c.jpeg,"grocerapp-sienna-droplet-handwash-amber-fantasy-5fd4715d8334c.jpeg,grocerapp-sienna-droplet-handwash-amber-fantasy-5fd4715d8334c.jpeg",assets/images/product_images/,1
"Tresememe Biotin Repair +7 Conditioner",685875100,21362,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.53,1.71,grocerapp-tresememe-biotin-repair-7-conditioner-6226efb80419a.jpeg,"grocerapp-tresememe-biotin-repair-7-conditioner-6226efb80419a.jpeg,grocerapp-tresememe-biotin-repair-7-conditioner-6226efb80419a.jpeg",assets/images/product_images/,1
"Veet Lotion Sensitive",106185944,14948,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.774,0.954,grocerapp-veet-silky-fresh-hair-removal-5f6482f99f728.jpeg,"grocerapp-veet-silky-fresh-hair-removal-5f6482f99f728.jpeg,grocerapp-veet-silky-fresh-hair-removal-5f6482f99f728.jpeg",assets/images/product_images/,1
"Tresemme total salon repair",857100764,23415,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.8964,1.0764,grocerapp-tresemme-total-salon-repair-5f509b42be8ad.jpeg,"grocerapp-tresemme-total-salon-repair-5f509b42be8ad.jpeg,grocerapp-tresemme-total-salon-repair-5f509b42be8ad.jpeg",assets/images/product_images/,1
"Powerfull Nail Clipper Mini",8432148,19164,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.036,0.216,grocerapp-powerfull-nail-clipper-mini-5f37ad118a48c.jpeg,"grocerapp-powerfull-nail-clipper-mini-5f37ad118a48c.jpeg,grocerapp-powerfull-nail-clipper-mini-5f37ad118a48c.jpeg",assets/images/product_images/,1
"Care Pure Petroleum Jelly Honey & Almond",630969088,16628,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.18,0.36,grocerapp-care-pure-petroleum-jelly-honey-600ea10f053d6.jpeg,"grocerapp-care-pure-petroleum-jelly-honey-600ea10f053d6.jpeg,grocerapp-care-pure-petroleum-jelly-honey-600ea10f053d6.jpeg",assets/images/product_images/,1
"Loreal Fall Resist Anti Hair Fall Shampoo",234168256,17787,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.4724,1.6523999999999999,grocerapp-loreal-fall-resist-anti-hair-5f34f4395e9c1.jpeg,"grocerapp-loreal-fall-resist-anti-hair-5f34f4395e9c1.jpeg,grocerapp-loreal-fall-resist-anti-hair-5f34f4395e9c1.jpeg",assets/images/product_images/,1
"Butterfly Ultra Thin Large (8 Pads)",380287616,16296,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.432,0.612,grocerapp-butterfly-ultra-thin-large-8-605b4acab9e9f.jpeg,"grocerapp-butterfly-ultra-thin-large-8-605b4acab9e9f.jpeg,grocerapp-butterfly-ultra-thin-large-8-605b4acab9e9f.jpeg",assets/images/product_images/,1
"Head & Shoulder Dry Scalp Care Shampoo",766051665,12586,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,1.638,1.818,grocerapp-head-shoulder-dry-scalp-5ee0d56d77832.jpeg,"grocerapp-head-shoulder-dry-scalp-5ee0d56d77832.jpeg,grocerapp-head-shoulder-dry-scalp-5ee0d56d77832.jpeg",assets/images/product_images/,1
"Tresemme 5in1 Keratin Smooth Shampoo",43321317,5257,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,2.628,2.808,grocerapp-tresemme-keratin-smooth-60b1e64b5f393.jpeg,"grocerapp-tresemme-keratin-smooth-60b1e64b5f393.jpeg,grocerapp-tresemme-keratin-smooth-60b1e64b5f393.jpeg",assets/images/product_images/,1
"Diva Pure Detox Bamboo Charcoal Face Wash",520368815,19148,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.39599999999999996,0.576,grocerapp-diva-pure-detox-bamboo-charcoal-5ef2e9b742d6d.jpeg,"grocerapp-diva-pure-detox-bamboo-charcoal-5ef2e9b742d6d.jpeg,grocerapp-diva-pure-detox-bamboo-charcoal-5ef2e9b742d6d.jpeg",assets/images/product_images/,1
"Care Natural Honey Lotion 110ml",183241817,21996,2,1,7,30,"Cherry Paste Polish Dark Tan","Cherry Paste Polish Dark Tan",100000,0.612,0.7919999999999999,grocerapp-care-natural-honey-lotion-5e6cfb377ea33.png,"grocerapp-care-natural-honey-lotion-5e6cfb377ea33.png,grocerapp-care-natural-honey-lotion-5e6cfb377ea33.png",assets/images/product_images/,1
